event,site,date,round,white,black,result,white_elo,black_elo,eco,set_up,time_control,start_time,end_time,termination,link,movetext,n_moves,w1,b1,w2,b2,w3,b3,w4,b4,w5,b5,w6,b6,w7,b7,w8,b8,w9,b9,w10,b10,last_move,complete_movetext,w_b_moves,w_k_moves,w_n_moves,w_o_moves,w_q_moves,w_r_moves,b_b_moves,b_k_moves,b_n_moves,b_o_moves,b_q_moves,b_r_moves,b_moves,k_moves,n_moves_2,o_moves,q_moves,r_moves,termination_broad,me,win,draw,loss,my_result,elo_dif,my_elo
Bullet,Lichess,2020-01-06,NA,therealslimkt,sasyken,1-0,1983,1943,A13,NA,60+0,NA,NA,Normal,https://lichess.org/LsY4DrT6,1. c4 e6 2. Nc3 Be7 3. d3 c6 4. g3 d5 5. cxd5 cxd5 6. Bg2 Bf6 7. Nf3 Ne7 8. O-O b6 9. Bf4 Bb7 10. Rc1 Nd7 11. Nb5 Rc8 12. Bc7 Rxc7 13. Nxc7+ Kf8 14. Nb5 Bxb2 15. Rc2 Bf6 16. d4 g6 17. Ne5 Nxe5 18. dxe5 Bxe5 19. f4 Bd6 20. Nxd6 Qxd6 21. e4 d4 22. e5 Qd7 23. Bxb7 Qxb7 24. Qxd4 Kg7 25. Rfc1 Nf5 26. Qd3 b5 27. Rc7 Qb6+ 28. Kh1 Qf2 29. g4 Nh4 30. Qg3 Qxg3 31. hxg3 Nf3 32. Kg2 Nd4 33. Rxa7 Rc8 34. Rxc8,34,c4,e6,Nc3,Be7,d3,c6,g3,d5,cxd5,cxd5,Bg2,Bf6,Nf3,Ne7,O-O,b6,Bf4,Bb7,Rc1,Nd7,Rxc8,TRUE,4,3,7,1,3,7,7,2,7,0,6,3,11,5,14,1,9,10,Normal,White,1,0,FALSE,Win,40,1983
Bullet,Lichess,2020-01-06,NA,tsompanis,therealslimkt,0-1,2009,1976,C00,NA,60+0,NA,NA,Time forfeit,https://lichess.org/ZwG6XlSw,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Bd3 Be7 6. O-O O-O 7. Re1 c5 8. c3 c4 9. Bc2 Nc6 10. Bg5 Re8 11. Nbd2 Bg4 12. b4 cxb3 13. axb3 h6 14. Bh4 Qc7 15. Bg3 Bd6 16. Rxe8+ Rxe8 17. Rc1 Bxg3 18. hxg3 Ne4 19. Qe1 Qd7 20. Kh2 Nxc3 21. Qf1 Ne2 22. Re1 Nexd4 23. Bb1 Nxf3+ 24. Nxf3 Rxe1 25. Qxe1 g6 26. Qe3 d4 27. Qxh6 Bxf3 28. gxf3 Ne5 29. f4 Ng4+ 30. Kg2 Nxh6 31. Bd3 Nf5 32. b4 Ne3+ 33. fxe3 dxe3 34. Be2 Qd2 35. Kf3 Qxb4 36. g4 Qb2 37. f5 Qxe2+ 38. Kxe2 gxf5,38,e4,e6,Nf3,d5,exd5,exd5,d4,Nf6,Bd3,Be7,O-O,O-O,Re1,c5,c3,c4,Bc2,Nc6,Bg5,Re8,gxf5,TRUE,8,5,3,1,5,5,5,1,12,1,6,4,13,6,15,2,11,9,Time forfeit,Black,1,0,FALSE,Win,-33,1976
Bullet,Lichess,2020-01-05,NA,angerto,therealslimkt,1-0,1981,1982,D37,NA,60+0,NA,NA,Normal,https://lichess.org/QAQlvYF6,1. d4 e6 2. c4 Nf6 3. Nc3 d5 4. e3 dxc4 5. Nf3 a6 6. Bxc4 b5 7. Be2 c5 8. O-O cxd4 9. Nxd4 Qb6 10. a4 b4 11. Na2 Nc6 12. Nxc6 Qxc6 13. b3 Bd7 14. Bb2 Be7 15. Rc1 O-O 16. Rxc6 Bxc6,16,d4,e6,c4,Nf6,Nc3,d5,e3,dxc4,Nf3,a6,Bxc4,b5,Be2,c5,O-O,cxd4,Nxd4,Qb6,a4,b4,Bxc6,TRUE,3,1,5,1,0,3,3,1,2,1,2,1,6,2,7,2,2,4,Normal,Black,0,0,TRUE,Loss,1,1982
Bullet,Lichess,2020-01-05,NA,therealslimkt,angerto,0-1,1989,1974,A10,NA,60+0,NA,NA,Normal,https://lichess.org/IG0d2zSG,1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qd8 4. d3 e6 5. g3 Be7 6. Bg2 Nf6 7. Nf3 c6 8. O-O Nbd7 9. Rb1 O-O 10. b4 b6 11. b5 Bb7 12. bxc6 Bxc6 13. a4 Rc8 14. Nb5 a6 15. Nc3 Bb7 16. Bf4 Nd5 17. Bd2 Nxc3 18. Bxc3 Rxc3 19. Rc1 Rxc1 20. Qxc1 Nf6 21. Ne5 Bxg2 22. Kxg2 Qd5+ 23. Nf3 b5 24. e4 Qxd3 25. axb5 axb5 26. Rd1 Qxe4 27. Re1 Qb7 28. Qe3 Nd5 29. Qe2 Bf6 30. Kg1 b4 31. Ne5 Nc3 32. Qe3 Bxe5 33. Qxe5 Qf3 34. Re3 Qd1+ 35. Re1 Qc2 36. h4 b3 37. Re3 b2 38. Rxc3 b1=Q+ 39. Kg2 Qe4+ 40. Qxe4 Qxe4+ 41. Rf3 Qxf3+ 42. Kxf3 Rd8 43. Kf4 Rd5 44. Kf3 Rf5+ 45. Kg2 g6 46. Kh3 Rf6 47. Kg2 Kg7 48. f3 e5 49. g4 Rf4 50. Kg3 g5 51. h5 h6 52. Kg2 e4 53. Kg3 e3 54. Kg2 e2 55. Kg3 e1=Q+ 56. Kg2 Qe3 57. Kf1 Qxf3+ 58. Ke1 Re4+ 59. Kd2 Re2+ 60. Kd1 Qf1#,60,c4,d5,cxd5,Qxd5,Nc3,Qd8,d3,e6,g3,Be7,Bg2,Nf6,Nf3,c6,O-O,Nbd7,Rb1,O-O,b4,b6,Qf1#,TRUE,4,20,7,1,6,10,7,2,7,1,15,11,11,22,14,2,21,21,Normal,White,0,0,TRUE,Loss,15,1989
Bullet,Lichess,2020-01-05,NA,FISHAIR,therealslimkt,1-0,2186,1992,C00,NA,60+0,NA,NA,Normal,https://lichess.org/MDx3AVTd,1. e4 e6 2. d3 d5 3. Nd2 d4 4. f4 c5 5. Ngf3 Nc6 6. g3 f5 7. Bg2 fxe4 8. Nxe4 Nf6 9. Nxf6+ Qxf6 10. O-O Bd6 11. Bd2 O-O 12. c3 e5 13. fxe5 Nxe5 14. Nxe5 Qxe5 15. Rxf8+ Bxf8 16. Bf4 Qf5 17. Be4 Qd7 18. Qb3+ Kh8 19. Rf1 dxc3 20. Be5 Bd6 21. Bxd6 Qxd6 22. Qf7 Be6 23. Qh5 Rf8 24. Qxh7#,24,e4,e6,d3,d5,Nd2,d4,f4,c5,Ngf3,Nc6,g3,f5,Bg2,fxe4,Nxe4,Nf6,Nxf6+,Qxf6,O-O,Bd6,Qxh7#,TRUE,6,1,5,1,4,3,4,2,3,1,5,2,10,3,8,2,9,5,Normal,Black,0,0,TRUE,Loss,-194,1992
Bullet,Lichess,2020-01-05,NA,therealslimkt,BrokenPony,0-1,1998,2029,A10,NA,60+0,NA,NA,Normal,https://lichess.org/0N7V0Giv,1. c4 d6 2. Nc3 e5 3. d3 Nf6 4. g3 Bf5 5. Bg2 Bh3 6. e4 Bxg2 7. Nge2 Bxh1,7,c4,d6,Nc3,e5,d3,Nf6,g3,Bf5,Bg2,Bh3,e4,Bxg2,Nge2,Bxh1,NA,NA,NA,NA,NA,NA,Bxh1,TRUE,1,0,2,0,0,0,4,0,1,0,0,0,5,0,3,0,0,0,Normal,White,0,0,TRUE,Loss,-31,1998
Bullet,Lichess,2020-01-05,NA,Aleksei1951,therealslimkt,0-1,2000,1991,D30,NA,60+0,NA,NA,Time forfeit,https://lichess.org/vvo5ATWT,1. d4 e6 2. c4 d5 3. cxd5 exd5 4. Nc3 Nf6 5. e4 Bb4 6. e5 Ne4 7. Qc2 c5 8. dxc5 Nc6 9. Bd2 Nxd2 10. Qxd2 d4 11. Nf3 dxc3 12. Qxd8+ Nxd8 13. O-O-O cxb2+ 14. Kxb2 Bf5 15. Bb5+ Nc6 16. Nd4 O-O 17. Nxf5 Bxc5 18. Rd7 Nxe5 19. Rxb7 Rab8 20. Bc6 Rxb7+ 21. Bxb7 Rb8 22. Kc3 Rxb7 23. Re1 Nd7 24. Kc4 Bf8 25. Re8 Rb8 26. Re2 Rc8+ 27. Kd5 Rc5+ 28. Ke4 g6 29. Nd4 Re5+ 30. Kf3 Rxe2 31. Nxe2 Kg7 32. Nf4 Bc5 33. Nd5 Ne5+ 34. Ke4 Nc4 35. h3 Nd2+ 36. Kf4 Nf1 37. Kg4 Bxf2,37,d4,e6,c4,d5,cxd5,exd5,Nc3,Nf6,e4,Bb4,e5,Ne4,Qc2,c5,dxc5,Nc6,Bd2,Nxd2,Qxd2,d4,Bxf2,TRUE,4,10,8,1,3,6,6,2,12,1,0,10,10,12,20,2,3,16,Time forfeit,Black,1,0,FALSE,Win,-9,1991
Bullet,Lichess,2020-01-05,NA,iNessi,therealslimkt,0-1,1937,1985,C00,NA,60+0,NA,NA,Normal,https://lichess.org/9ODhXBGX,1. d3 e6 2. e4 Nf6 3. Nc3 d5 4. Be3 d4 5. Nf3 dxe3 6. fxe3 Nc6 7. Be2 Bb4 8. O-O O-O 9. d4 Re8 10. e5 Nd5 11. Ne4 Nxe3 12. Qd3 Nxf1 13. Rxf1 f6 14. c3 Be7 15. g4 fxe5 16. Qe3 exd4 17. cxd4 Rf8 18. Bd3 Bf6 19. Nxf6+ Qxf6 20. h3 Bd7 21. Kh2 Rae8 22. Kg2 e5 23. d5 e4 24. dxc6 exf3+ 25. Rxf3 Bxc6 26. Bc4+ Kh8 27. Qe7 Qxe7 28. Be2 Rxf3 29. Bxf3 Bxf3+ 30. Kxf3 Qe2+ 31. Kg3 Qe3+ 32. Kh4 Qe1+ 33. Kh5 Qe6 34. h4 Qg6#,34,d3,e6,e4,Nf6,Nc3,d5,Be3,d4,Nf3,dxe3,fxe3,Nc6,Be2,Bb4,O-O,O-O,d4,Re8,e5,Nd5,Qg6#,TRUE,6,7,4,1,3,3,6,2,5,1,7,5,12,9,9,2,10,8,Normal,Black,1,0,FALSE,Win,48,1985
Bullet,Lichess,2020-01-04,NA,Sofiaa007,therealslimkt,1-0,1991,1992,A40,NA,60+0,NA,NA,Time forfeit,https://lichess.org/ejAlq5Jw,1. d4 g6 2. c3 Bg7 3. f3 d6 4. g3 Nf6 5. Bg2 c5 6. Nh3 cxd4 7. Nf2 Nc6 8. cxd4 Qb6 9. d5 Ne5 10. O-O h5 11. Re1 h4 12. f4 Neg4 13. e3 hxg3 14. hxg3 Nxf2 15. Kxf2 Ng4+ 16. Kg1 e5 17. dxe6 Bxe6 18. Nc3 Rc8 19. Nd5 Bxd5 20. Qxd5 O-O 21. Qf3 f5 22. Bd2 Qxb2 23. Rad1 Rc2 24. Qd5+ Kh8 25. Qd3 Kh7 26. Bxb7 Rh8 27. Re2 Kg8 28. Qd5+ Kf8 29. Qxd6+ Kg8 30. Qd8+ Kh7 31. Qd3 Kg8 32. Bd5+,32,d4,g6,c3,Bg7,f3,d6,g3,Nf6,Bg2,c5,Nh3,cxd4,Nf2,Nc6,cxd4,Qb6,d5,Ne5,O-O,h5,Bd5+,TRUE,4,3,4,1,8,4,3,8,6,1,2,4,7,11,10,2,10,8,Time forfeit,Black,0,0,TRUE,Loss,1,1992
Bullet,Lichess,2020-01-04,NA,therealslimkt,ZEUQIV,0-1,1998,1999,A35,NA,60+0,NA,NA,Normal,https://lichess.org/f6h1X1ad,1. c4 c5 2. Nc3 Nc6 3. d3 Nf6 4. g3 e6 5. Bg2 Be7 6. e4 O-O 7. Nge2 d6 8. O-O Bd7 9. f4 Qc7 10. f5 exf5 11. exf5 Ne5 12. Bf4 Rfe8 13. d4 cxd4 14. Nxd4 Nxc4 15. Ndb5 Qc5+ 16. Kh1 Bxb5 17. Nxb5 Qxb5 18. b3 Ne5 19. g4 Nfxg4 20. h3 Nf6 21. Rc1 Qb6 22. Bh2 Rac8 23. Bg1 Rxc1 24. Qxc1 Qa6 25. Qg5 h6 26. Qg3 Qd3 27. Rf3 Qd1 28. Rf1 Qd3 29. Qf2 Nh5 30. Bxb7 Ng3+ 31. Kh2 Nxf1+ 32. Qxf1 Qxf1 33. Bg2 Qe2,33,c4,c5,Nc3,Nc6,d3,Nf6,g3,e6,Bg2,Be7,e4,O-O,Nge2,d6,O-O,Bd7,f4,Qc7,f5,exf5,Qe2,TRUE,6,3,5,1,5,4,3,1,10,1,10,4,9,4,15,2,15,8,Normal,White,0,0,TRUE,Loss,-1,1998
Bullet,Lichess,2020-01-04,NA,ZEUQIV,therealslimkt,1-0,1993,2004,A46,NA,60+0,NA,NA,Normal,https://lichess.org/CrmbxqgE,1. d4 e6 2. Nf3 Nf6 3. Bf4 d5 4. e3 c5 5. c3 cxd4 6. exd4 Nc6 7. Bd3 Bd6 8. Ne5 Ne4 9. Nd2 f6 10. Qh5+ Kf8 11. Qf7#,11,d4,e6,Nf3,Nf6,Bf4,d5,e3,c5,c3,cxd4,exd4,Nc6,Bd3,Bd6,Ne5,Ne4,Nd2,f6,Qh5+,Kf8,Qf7#,TRUE,2,0,3,0,2,0,1,1,3,0,0,0,3,1,6,0,2,0,Normal,Black,0,0,TRUE,Loss,11,2004
Bullet,Lichess,2020-01-04,NA,therealslimkt,ZEUQIV,1-0,1998,1999,A10,NA,60+0,NA,NA,Normal,https://lichess.org/R3kstRY5,1. c4 f5 2. Nc3 Nf6 3. d3 g6 4. g3 Bg7 5. Bg2 d6 6. e4 O-O 7. exf5 Bxf5 8. Nge2 c6 9. O-O e5 10. f4 exf4 11. Nxf4 Re8 12. Re1 Nbd7 13. Rxe8+ Qxe8 14. Bd2 Qf7 15. Ne4 Ne5 16. Bb4 c5 17. Bc3 Bxe4 18. dxe4 Rd8 19. Bxe5 Nxe4 20. Bxg7 Qxg7 21. Bxe4 Qxb2 22. Rb1 Qxa2 23. Rxb7 Qxc4 24. Bd5+ Qxd5 25. Qxd5+,25,c4,f5,Nc3,Nf6,d3,g6,g3,Bg7,Bg2,d6,e4,O-O,exf5,Bxf5,Nge2,c6,O-O,e5,f4,exf4,Qxd5+,TRUE,8,1,4,1,1,5,3,1,4,1,7,3,11,2,8,2,8,8,Normal,White,1,0,FALSE,Win,-1,1998
Bullet,Lichess,2020-01-04,NA,therealslimkt,ka237,0-1,2003,2056,A11,NA,60+0,NA,NA,Normal,https://lichess.org/8bTXb3au,1. c4 c6 2. Nc3 d5 3. cxd5 cxd5 4. d3 Nc6 5. g3 Nf6 6. Bg2 g6 7. Bg5 e6 8. e4 dxe4 9. Nxe4 Bg7 10. Qb3 O-O 11. Rc1 Nd4 12. Qc3 e5 13. Ne2 Nxe2 14. Kxe2 Re8 15. Rhd1 Qb6 16. Kf1 Nxe4 17. dxe4 Bg4 18. Be3 Qa6+ 19. Rd3 Rad8 20. Kg1 Rxd3 21. Qc7 Red8 22. h3 Rd1+ 23. Rxd1 Rxd1+ 24. Kh2,24,c4,c6,Nc3,d5,cxd5,cxd5,d3,Nc6,g3,Nf6,Bg2,g6,Bg5,e6,e4,dxe4,Nxe4,Bg7,Qb3,O-O,Kh2,TRUE,3,4,3,0,3,4,2,1,5,1,2,7,5,5,8,1,5,11,Normal,White,0,0,TRUE,Loss,-53,2003
Bullet,Lichess,2020-01-04,NA,Barerov,therealslimkt,0-1,1927,1998,C00,NA,60+0,NA,NA,Normal,https://lichess.org/xRoi1V0t,1. e4 e6 2. Nc3 d5 3. exd5 exd5 4. d4 Nf6 5. Nf3 Bb4 6. Be2 Ne4 7. O-O Bxc3 8. bxc3 Nxc3 9. Qd3 Nxe2+ 10. Qxe2+ Be6 11. Re1 O-O 12. Ne5 Nd7 13. Nxd7 Qxd7 14. f4 Rfe8 15. Qh5 Bg4 16. Qh4 Rxe1+ 17. Qxe1 Re8 18. Qf2 Re2 19. Qg3 Rxc2 20. Ba3 Qf5 21. Re1 h5 22. h3 Be2 23. Kh2 c6 24. Qf2 Bd3 25. Qe3 Qe4 26. Qxe4 Bxe4 27. Kg3 Rxg2+ 28. Kh4 Rxa2 29. Bc1 Ra1 30. f5 Bxf5 31. Bg5 Rxe1,31,e4,e6,Nc3,d5,exd5,exd5,d4,Nf6,Nf3,Bb4,Be2,Ne4,O-O,Bxc3,bxc3,Nxc3,Qd3,Nxe2+,Qxe2+,Be6,Rxe1,TRUE,4,4,4,1,10,3,8,1,5,1,3,10,12,5,9,2,13,13,Normal,Black,1,0,FALSE,Win,71,1998
Bullet,Lichess,2020-01-04,NA,therealslimkt,Al-Nehmi,1-0,1992,1958,A10,NA,60+0,NA,NA,Normal,https://lichess.org/ZNlVsuGk,1. c4 g6 2. Nc3 Bg7 3. d3 b6 4. g3 Bb7 5. Nf3 Nf6 6. Bg2 e6 7. O-O O-O 8. Re1 Nc6 9. Rb1 Re8 10. b4 d6 11. b5 Ne7 12. Nd2 Bxg2 13. Kxg2 Rb8 14. Nde4 Nxe4 15. Nxe4 d5 16. Bb2 dxe4 17. Bxg7 Kxg7 18. dxe4 f5 19. exf5 exf5 20. Qb3 Qd6 21. Qc3+ Kg8 22. e4 fxe4 23. Rxe4 Qc5 24. Rbe1 Nf5 25. Rxe8+ Rxe8 26. Rxe8+ Kf7 27. Re1 Qd4 28. Qxd4 Nxd4 29. Rd1 Ne6 30. Rd7+ Ke8 31. Rxh7 g5 32. h4 g4 33. f3 Ng5 34. Rg7 Nxf3 35. Rxg4 Nd4 36. Rxd4 c6 37. Re4+ Kd7 38. bxc6+ Kxc6 39. Re7 b5 40. Rxa7 bxc4 41. Ra3 Kb5 42. Rc3 Kb4 43. Rc1 c3 44. Kf3 Ka3 45. Ke3 Kxa2 46. Rxc3 Kb2 47. Rc7 Kb3 48. h5 Kb4 49. h6 Kb5 50. h7 Kb6 51. Rc1 Kb7,51,c4,g6,Nc3,Bg7,d3,b6,g3,Bb7,Nf3,Nf6,Bg2,e6,O-O,O-O,Re1,Nc6,Rb1,Re8,b4,d6,Kb7,TRUE,3,4,5,1,3,23,3,17,10,1,3,4,6,21,15,2,6,27,Normal,White,1,0,FALSE,Win,34,1992
Bullet,Lichess,2020-01-04,NA,therealslimkt,Juanxa,1-0,1986,1986,A17,NA,60+0,NA,NA,Time forfeit,https://lichess.org/Xu4aZMBx,1. c4 e6 2. Nc3 Nf6 3. d3 d5 4. cxd5 exd5 5. g3 Be7 6. Bg2 O-O 7. e4 dxe4 8. Nxe4 Nxe4 9. dxe4 c5 10. Qb3 Bg5 11. Nf3 Qa5+ 12. Qc3 Qxc3+ 13. bxc3 Be7 14. O-O Nc6 15. Rd1 Be6 16. Bf4 Bc4 17. Ne5 Nxe5 18. Bxe5 Rfe8 19. Rd2 Rad8 20. Rad1 Rxd2 21. Rxd2 h6 22. Rd7 Bg5 23. f4 Be7 24. Rxb7 a6 25. Ra7 f6 26. Bc7 Bd6 27. Bxd6 Rd8 28. Bxc5 Rd1+ 29. Kf2 Rd2+ 30. Kg1 Rxa2 31. e5 a5 32. Bd5+ Bxd5 33. Rc7 Rg2+ 34. Kf1 Rd2 35. Ke1 Rd3 36. Ke2 Bc4 37. Ke1 a4 38. Ke2 a3 39. Ke1 a2 40. Rc8+ Kh7 41. Rh8+,41,c4,e6,Nc3,Nf6,d3,d5,cxd5,exd5,g3,Be7,Bg2,O-O,e4,dxe4,Nxe4,Nxe4,dxe4,c5,Qb3,Bg5,Rh8+,TRUE,7,9,4,1,2,11,10,2,4,1,2,11,17,11,8,2,4,22,Time forfeit,White,1,0,FALSE,Win,0,1986
Bullet,Lichess,2020-01-04,NA,javad1955,therealslimkt,1-0,1948,1993,A41,NA,60+0,NA,NA,Time forfeit,https://lichess.org/r3CXvhDy,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. Bf4 Nf6 5. e4 O-O 6. Bd3 c5 7. d5 e6 8. Nge2 exd5 9. cxd5 a6 10. O-O b5 11. a3 c4 12. Bc2 Qb6 13. Be3 Qc7 14. Nf4 Re8 15. Bd4 Bg4 16. f3 Bd7 17. Qe2 a5 18. Rad1 Na6 19. Qf2 Nc5 20. Rfe1 Re7 21. h4 Rae8 22. h5 Nxh5 23. Nxh5 Bxd4 24. Rxd4 gxh5 25. Qh4 Re5 26. Rd2 Qd8 27. Ne2 Qxh4 28. Ng3 Qxg3 29. Ree2 Qe1+ 30. Rxe1 Rg5 31. Kf2 Rxg2+ 32. Kxg2 Re5 33. Kf2 Rg5 34. Rg1 Rxg1 35. Kxg1 Kf8 36. Kf2 Nd3+ 37. Ke3 Nxb2 38. Bd1 Na4 39. Bxa4 bxa4 40. Rc2 c3 41. Rxc3 Bb5 42. Rc7 Bd3 43. Kd4 f6 44. Kxd3,44,d4,g6,c4,Bg7,Nc3,d6,Bf4,Nf6,e4,O-O,Bd3,c5,d5,e6,Nge2,exd5,cxd5,a6,O-O,b5,Kxd3,TRUE,7,9,6,1,3,11,6,2,7,1,6,10,13,11,13,2,9,21,Time forfeit,Black,0,0,TRUE,Loss,45,1993
Bullet,Lichess,2020-01-04,NA,therealslimkt,Orient-Express,1-0,1987,1942,A21,NA,60+0,NA,NA,Normal,https://lichess.org/ZwCkiI7A,1. c4 e5 2. Nc3 d6 3. d3 Nc6 4. g3 Bd7 5. Bg2 Qe7 6. e4 O-O-O 7. Nge2 f5 8. O-O f4 9. gxf4 Nf6 10. fxe5 dxe5 11. f4 exf4 12. Nxf4 g5 13. Nfd5 Qg7 14. Nxf6 Bc5+ 15. Kh1 h5 16. Nxd7 Rxd7 17. Nd5 h4 18. Qg4 Kb8 19. Qxg5 Qh7 20. Bh3 Rg7 21. Qf5 Qh6 22. Bxh6 Rxh6 23. Qf8+ Bxf8 24. Rxf8+ Nd8 25. Rxd8#,25,c4,e5,Nc3,d6,d3,Nc6,g3,Bd7,Bg2,Qe7,e4,O-O-O,Nge2,f5,O-O,f4,gxf4,Nf6,fxe5,dxe5,Rxd8#,TRUE,3,2,7,1,4,3,3,2,3,1,4,4,6,4,10,2,8,7,Normal,White,1,0,FALSE,Win,45,1987
Bullet,Lichess,2020-01-03,NA,Arrowintheknee,therealslimkt,0-1,1821,1983,C00,NA,60+0,NA,NA,Normal,https://lichess.org/RfvIMa85,1. e4 e6 2. d4 d5 3. c3 dxe4 4. Qg4 Nf6 5. Qg3 Bd6 6. Bc4 Bxg3 7. fxg3 c5 8. Ne2 cxd4 9. Bb3 d3 10. Nd4 Nc6 11. Bd2 Nxd4 12. cxd4 Qxd4 13. Nc3 e3 14. O-O-O exd2+ 15. Rxd2 Qe3 16. Rd1 Bd7 17. Kb1 Bc6 18. Rxd3 Qg5 19. Na4 Be4 20. Nc5 Bxd3+ 21. Rxd3 O-O 22. Rd1 Rfd8 23. Nxe6 Rxd1+ 24. Bxd1 Qf5+ 25. Bc2 Qxe6 26. Bxh7+ Kxh7,26,e4,e6,d4,d5,c3,dxe4,Qg4,Nf6,Qg3,Bd6,Bc4,Bxg3,fxg3,c5,Ne2,cxd4,Bb3,d3,Nd4,Nc6,Kxh7,TRUE,6,2,6,1,2,6,6,2,3,1,5,3,12,4,9,2,7,9,Normal,Black,1,0,FALSE,Win,162,1983
Bullet,Lichess,2020-01-03,NA,The-GM-Cupul,therealslimkt,1-0,1972,1990,D37,NA,60+0,NA,NA,Normal,https://lichess.org/GLF88Dh9,1. d4 e6 2. Nf3 Nf6 3. c4 d5 4. Nc3 dxc4 5. e4 c5 6. Bxc4 cxd4 7. Qxd4 Qc7 8. O-O Nc6 9. Qe3 Bd6 10. Nb5 Qd8 11. Nxd6+ Qxd6 12. a3 O-O 13. e5 Nxe5 14. Nxe5 Nd5 15. Bxd5 exd5 16. Nd3 f5 17. b4 Rf6 18. Bb2 Rg6 19. Be5 Qd7 20. Nc5 Qc6 21. Rac1 Qb6 22. Qd4 Be6 23. Nxe6 Qxe6 24. Rc7 Re8 25. f4 Rg4 26. h3 Rg3 27. Rf3 Rxf3 28. Rxg7+ Kf8 29. gxf3 Qh6 30. Qc5+ Re7 31. Qxe7#,31,d4,e6,Nf3,Nf6,c4,d5,Nc3,dxc4,e4,c5,Bxc4,cxd4,Qxd4,Qc7,O-O,Nc6,Qe3,Bd6,Nb5,Qd8,Qxe7#,TRUE,4,1,8,1,5,5,2,2,4,1,8,8,6,3,12,2,13,13,Normal,Black,0,0,TRUE,Loss,18,1990
Bullet,Lichess,2020-01-03,NA,arnoldatpk,therealslimkt,0-1,2017,1983,C02,NA,60+0,NA,NA,Normal,https://lichess.org/fS75Vo03,1. e4 e6 2. Nf3 d5 3. e5 c5 4. c3 Nc6 5. d4 cxd4 6. cxd4 Qc7 7. Bd3 Nge7 8. Nc3 Nf5 9. O-O Nfxd4 10. Nxd4 Nxd4 11. Qa4+ Nc6 12. Bb5 Bd7 13. Bf4 a6 14. Bxc6 Bxc6 15. Qb3 Bc5 16. Rac1 O-O 17. Na4 Ba7 18. Nc3 Rac8 19. Qd1 f6 20. Qh5 fxe5 21. Bxe5 Qf7 22. Kh1 Qxh5 23. f4 d4 24. Ne2 Qh3 25. Ng3 Qxg2#,25,e4,e6,Nf3,d5,e5,c5,c3,Nc6,d4,cxd4,cxd4,Qc7,Bd3,Nge7,Nc3,Nf5,O-O,Nfxd4,Nxd4,Nxd4,Qxg2#,TRUE,5,2,7,1,4,2,4,1,6,1,5,2,9,3,13,2,9,4,Normal,Black,1,0,FALSE,Win,-34,1983
Bullet,Lichess,2020-01-03,NA,therealslimkt,arnoldatpk,1-0,1976,2024,A11,NA,60+0,NA,NA,Normal,https://lichess.org/p3ZeK2Xq,1. c4 c6 2. Nc3 d5 3. cxd5 cxd5 4. d3 Bf5 5. g3 e6 6. Bg2 Bg6 7. Nf3 Bd6 8. O-O Ne7 9. Rb1 O-O 10. b4 Nbc6 11. b5 Ne5 12. a4 Nxf3+ 13. Bxf3 a6 14. bxa6 bxa6 15. e4 Rc8 16. Bb2 Qa5 17. exd5 Nxd5 18. Nxd5 exd5 19. Re1 h6 20. Bg2 Bc5 21. Qg4 Qd2 22. d4 Bxb1 23. Rxb1 Bxd4 24. Bxd4 Rc1+ 25. Rxc1 Qxc1+ 26. Bf1 Re8 27. Qxg7#,27,c4,c6,Nc3,d5,cxd5,cxd5,d3,Bf5,g3,e6,Bg2,Bg6,Nf3,Bd6,O-O,Ne7,Rb1,O-O,b4,Nbc6,Qxg7#,TRUE,6,1,3,1,2,5,6,1,5,1,3,4,12,2,8,2,5,9,Normal,White,1,0,FALSE,Win,-48,1976
Bullet,Lichess,2020-01-03,NA,therealslimkt,TheDevilOfTheHeaven,0-1,1980,2080,A34,NA,60+0,NA,NA,Normal,https://lichess.org/8AFMk9JZ,1. c4 c5 2. Nc3 e6 3. d3 g6 4. g3 Bg7 5. Bg2 Ne7 6. e4 O-O 7. Nge2 a6 8. O-O d6 9. f4 Bd7 10. Rb1 b5 11. cxb5 axb5 12. b4 cxb4 13. Rxb4 Nbc6 14. Rb1 b4 15. Nb5 Rxa2 16. Qb3 Ra8 17. e5 Qb6+ 18. d4 Qxb5 19. exd6 Nd5 20. Bxd5 exd5 21. Nc3 Qd3 22. Nxd5 Qxd4+ 23. Kh1 Na5 24. Ne7+ Kh8 25. Bb2 Bc6+ 26. Rf3 Bxf3+ 27. Qxf3 Qxd6 28. Bxg7+ Kxg7 29. Re1 Rae8,29,c4,c5,Nc3,e6,d3,g6,g3,Bg7,Bg2,Ne7,e4,O-O,Nge2,a6,O-O,d6,f4,Bd7,Rb1,b5,Rae8,TRUE,4,2,6,1,2,6,4,3,4,1,5,4,8,5,10,2,7,10,Normal,White,0,0,TRUE,Loss,-100,1980
